version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,payload,std_dev_payload,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP
4,5,0,68,DF,0,64,6,0,1592203455.615663,52590,1885,8,0,PA,502,0,3,0,1.002730,5,2.887258272233108,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,0.0,0.0,45.066413,45.066413,0.992886,1.006225,0.002337435161527146,3772.0,82.0,82.0,0.0,46.0,736.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203456.615848,52590,1885,8,0,PA,502,0,3,0,1.000185,2,2.8550150807151815,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,46.066598,46.066598,0.992886,1.006225,0.002319140615860812,3854.0,82.0,82.0,0.0,47.0,752.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203457.617070,52590,1885,8,0,PA,502,0,3,0,1.001222,3,2.8590056039606258,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,47.06782,47.06782,0.992886,1.006225,0.002294030471437834,3936.0,82.0,82.0,0.0,48.0,768.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203458.619704,52590,1885,8,0,PA,502,0,3,0,1.002634,6,2.8431137171897984,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,48.070454,48.070454,0.992886,1.006225,0.002275996232266385,4018.0,82.0,82.0,0.0,49.0,784.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203459.620494,52590,1885,8,0,PA,502,0,3,0,1.000790,9,2.8172798888683785,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,49.071244,49.071244,0.992886,1.006225,0.002254243645874595,4100.0,82.0,82.0,0.0,50.0,800.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203460.621659,52590,1885,8,0,PA,502,0,3,0,1.001165,8,2.8457498797638134,0.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,50.072409,50.072409,0.992886,1.006225,0.0022314967950975446,4182.0,82.0,82.0,0.0,51.0,816.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203461.626130,52590,1885,8,0,PA,502,0,3,0,1.004471,8,2.847033543883879,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,51.07688,51.07688,0.992886,1.006225,0.0022492558530654134,4264.0,82.0,82.0,0.0,52.0,832.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203462.626077,52590,1885,8,0,PA,502,0,3,0,0.999947,0,2.8471236421077104,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,52.076827,52.076827,0.992886,1.006225,0.0022375834953286366,4346.0,82.0,82.0,0.0,53.0,848.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203463.627058,52590,1885,8,0,PA,502,0,3,0,1.000981,9,2.9078551032978157,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,53.077808,53.077808,0.992886,1.006225,0.0022170128018180802,4428.0,82.0,82.0,0.0,54.0,864.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203464.627842,52590,1885,8,0,PA,502,0,3,0,1.000784,9,2.9293326332189205,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,54.078592,54.078592,0.992886,1.006225,0.002197970217307439,4510.0,82.0,82.0,0.0,55.0,880.0,16.0,16.0,0.0,0.0
